alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
the-kitchen-table-marshfield,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 44.6654777509482, 'longitude': -90.174551138623}",(715) 387-2601,3973.1977024368593,OmENVcsY4Zc1pxiXgbOH9g,https://s3-media3.fl.yelpcdn.com/bphoto/Rb3tyr03ZoWipMrZAILbAg/o.jpg,False,"{'address1': '118 E 3rd St', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['118 E 3rd St', 'Marshfield, WI 54449']}",The Kitchen Table,+17153872601,$$,4.5,45,[],https://www.yelp.com/biz/the-kitchen-table-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
blue-heron-brew-pub-marshfield,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}]","{'latitude': 44.65943, 'longitude': -90.17966}",(715) 389-1868,3204.0323226095793,PiLenMd4PUhj7rDw_M50NA,https://s3-media1.fl.yelpcdn.com/bphoto/hwMRZdHbWc-07hvLoTyvcg/o.jpg,False,"{'address1': '108 W 9th St', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['108 W 9th St', 'Marshfield, WI 54449']}",Blue Heron Brew Pub,+17153891868,$$,4.0,93,[],https://www.yelp.com/biz/blue-heron-brew-pub-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
nutz-deep-ii-marshfield,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.6602526307106, 'longitude': -90.178165063262}",(715) 387-2597,3322.5984245146915,uQ1UpXyRHt7CqLI5l8QIkw,https://s3-media2.fl.yelpcdn.com/bphoto/Vqlmyvd4-l3CNEs7HRHvSQ/o.jpg,False,"{'address1': '809 S Central Ave', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['809 S Central Ave', 'Marshfield, WI 54449']}",Nutz Deep II,+17153872597,$$,4.0,52,[],https://www.yelp.com/biz/nutz-deep-ii-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
taqueria-el-sol-marshfield,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 44.6515624, 'longitude': -90.1824045}",(715) 384-6811,2312.483164497288,p7UvQM4lMzX3FypiRsiFkQ,https://s3-media1.fl.yelpcdn.com/bphoto/ZiAHjvtW8vF4aoiKtyWRUQ/o.jpg,False,"{'address1': '1705 S Central Ave', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['1705 S Central Ave', 'Marshfield, WI 54449']}",Taqueria El Sol,+17153846811,$$,4.0,41,[],https://www.yelp.com/biz/taqueria-el-sol-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
hotel-marshfield-bw-premier-collection-marshfield,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.643264, 'longitude': -90.181663}",(715) 387-2700,1624.9388890657262,bDPT_hQfpQN9OEfyBJ4E4A,https://s3-media4.fl.yelpcdn.com/bphoto/YGdZ9Qa1E_uDxK2LWvG_FA/o.jpg,False,"{'address1': '2700 S Central Ave', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['2700 S Central Ave', 'Marshfield, WI 54449']}","Hotel Marshfield, BW Premier Collection",+17153872700,$$$,4.0,28,[],https://www.yelp.com/biz/hotel-marshfield-bw-premier-collection-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
royal-tokyo-teppanyaki-and-steak-house-marshfield,"[{'alias': 'japanese', 'title': 'Japanese'}]","{'latitude': 44.666472, 'longitude': -90.172527}",(715) 486-8868,4143.466623943898,xeBu6ilqEjUoKaR-IVhZqw,https://s3-media3.fl.yelpcdn.com/bphoto/tRZ2enhH441WWQ_HiYl_aQ/o.jpg,False,"{'address1': '112 E 1st St', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['112 E 1st St', 'Marshfield, WI 54449']}",Royal Tokyo Teppanyaki & Steak House,+17154868868,$$,4.5,26,[],https://www.yelp.com/biz/royal-tokyo-teppanyaki-and-steak-house-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
mojos-pasta-house-and-cajun-cook-shack-marshfield,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}]","{'latitude': 44.6656992025286, 'longitude': -90.1741853356361}",(715) 898-2007,4007.9794242662424,9JRKCgO1QTYGmXPAtkCw5Q,https://s3-media3.fl.yelpcdn.com/bphoto/N-xjyhSM9SXLwAEsnG9lSg/o.jpg,False,"{'address1': '201 S Central Ave', 'address2': None, 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['201 S Central Ave', 'Marshfield, WI 54449']}",MoJo's Pasta House and Cajun Cook Shack,+17158982007,$$,4.5,11,[],https://www.yelp.com/biz/mojos-pasta-house-and-cajun-cook-shack-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
crabby-daves-marshfield,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.66293, 'longitude': -90.17595}",(715) 384-4868,3670.231205232507,ZZHuYVzhSk4veYlToOsvYQ,https://s3-media2.fl.yelpcdn.com/bphoto/34DK3LsKiVfTX357tveKSw/o.jpg,False,"{'address1': '501 S Central Ave', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['501 S Central Ave', 'Marshfield, WI 54449']}",Crabby Dave's,+17153844868,$$,4.0,17,[],https://www.yelp.com/biz/crabby-daves-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
weber-farms-milk-store-marshfield,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]","{'latitude': 44.656292, 'longitude': -90.198842}",(715) 384-5639,2564.3053536567413,DQhsN27Nmt7y2rCmM4GG-g,https://s3-media1.fl.yelpcdn.com/bphoto/q7Jdi1ASBNdmEmgnHUFQQQ/o.jpg,False,"{'address1': '9706 County Rd H', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['9706 County Rd H', 'Marshfield, WI 54449']}",Weber Farms Milk Store,+17153845639,$,5.0,6,[],https://www.yelp.com/biz/weber-farms-milk-store-marshfield?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
lumberyard-bar-and-grill-marshfield-3,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 44.682511, 'longitude': -90.1625111}",(715) 387-1920,6092.844253928208,YNqNFMTN1UhVOdkRJzs4kg,https://s3-media3.fl.yelpcdn.com/bphoto/Eqb5N3LaX_Q48-tyA1gMCA/o.jpg,False,"{'address1': '1651 N Central Ave', 'address2': '', 'address3': '', 'city': 'Marshfield', 'zip_code': '54449', 'country': 'US', 'state': 'WI', 'display_address': ['1651 N Central Ave', 'Marshfield, WI 54449']}",Lumberyard Bar & Grill,+17153871920,$$,4.0,28,[],https://www.yelp.com/biz/lumberyard-bar-and-grill-marshfield-3?adjust_creative=GVWAITeAe13hPk5JlriDSg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GVWAITeAe13hPk5JlriDSg
